Solar System Name,Security Rating,Region,Constellation,Coordinate x,Coordinate z,Coordinate y,Gate 1,Gate 2,Gate 3,Gate 4,Gate 5,Gate 6,Gate 7,Gate 8,Pronunciation 1,Pronunciation 1 Syllable Count,Pronunciation 2,Pronunciation 2 Syllable Count,Pronunciation 3,Pronunciation 3 Syllable Count
J134652,-0.99,E-R00026,E-C00260,771.626713232245,2.166109198247,-891.197782682815,,,,,,,,,,,,,,
J134654,-0.99,B-R00004,B-C00029,775.515813578246,6.8901098997575,-930.512559267083,,,,,,,,,,,,,,
J134702,-0.99,E-R00028,E-C00279,803.476928871433,4.6133148758618,-984.965741228658,,,,,,,,,,,,,,
J134716,-0.99,D-R00017,D-C00163,774.269495644589,6.3282952127047,-976.881537534718,,,,,,,,,,,,,,
J134730,-0.99,B-R00006,B-C00043,781.627333413216,5.5824554545041,-968.920301611606,,,,,,,,,,,,,,
J134732,-0.99,D-R00019,D-C00185,744.946369606159,1.5828224590578,-958.43476850713,,,,,,,,,,,,,,
J134735,-0.99,B-R00007,B-C00057,767.148125708876,2.3114743359634,-971.100414903645,,,,,,,,,,,,,,
J134800,-0.99,B-R00004,B-C00025,777.917324636141,4.5807305137092,-934.314916613249,,,,,,,,,,,,,,
J134833,-0.99,A-R00003,A-C00018,764.234759876564,7.1466091261906,-937.174262419101,,,,,,,,,,,,,,
J134851,-0.99,D-R00019,D-C00173,741.547917172915,3.6704748025278,-959.988382113428,,,,,,,,,,,,,,
J134914,-0.99,A-R00001,A-C00311,764.44059410191,-2.2865853226348,-945.359858719503,,,,,,,,,,,,,,
J134939,-0.99,A-R00001,A-C00321,761.418741946141,4.3744623794274,-950.287280196777,,,,,,,,,,,,,,
J134949,-0.99,B-R00006,B-C00046,782.077888371581,-3.276168533179,-967.508589818072,,,,,,,,,,,,,,
J134951,-0.99,B-R00004,B-C00029,774.66825016173,-3.3097129456097,-931.631273269706,,,,,,,,,,,,,,
J135031,-0.99,F-R00030,F-C00309,736.203163819844,-0.8317609762618,-987.214989309837,,,,,,,,,,,,,,
J135036,-0.99,C-R00012,C-C00115,747.135492958153,-2.8907145385603,-934.711901006117,,,,,,,,,,,,,,
J135038,-0.99,A-R00001,A-C00312,763.769972767592,5.0498137582112,-946.93390421765,,,,,,,,,,,,,,
J135046,-0.99,E-R00025,E-C00245,734.846128284279,-3.2978829208422,-909.654802755671,,,,,,,,,,,,,,
J135100,-0.99,E-R00024,E-C00232,718.946334594626,0.0755141409665,-929.174492887297,,,,,,,,,,,,,,
J135129,-0.99,C-R00015,C-C00152,798.429466114266,0.6837818453032,-944.688763392555,,,,,,,,,,,,,,
J135141,-0.99,B-R00006,B-C00052,783.479992134894,4.9910829262893,-968.121255578283,,,,,,,,,,,,,,
J135155,-0.99,B-R00006,B-C00043,783.915010025416,-2.0305028179298,-969.277575920906,,,,,,,,,,,,,,
J135204,-0.99,E-R00026,E-C00264,771.692250309416,-1.8824665026706,-901.888934499134,,,,,,,,,,,,,,
J135214,-0.99,C-R00013,C-C00128,774.358470285365,6.9131596854361,-920.623109603257,,,,,,,,,,,,,,
J135220,-0.99,F-R00030,F-C00306,731.001452277068,-2.6166210300123,-981.02169449363,,,,,,,,,,,,,,
J135230,-0.99,B-R00008,B-C00074,752.768712043181,4.1705522865345,-959.934538448076,,,,,,,,,,,,,,
J135245,-0.99,A-R00001,A-C00320,762.184476065216,6.61384744432,-949.440823834241,,,,,,,,,,,,,,
J135250,-0.99,A-R00001,A-C00320,762.849192302082,7.1463745313449,-949.939655388644,,,,,,,,,,,,,,
J135301,-0.99,E-R00027,E-C00265,822.364938767648,1.6274526061701,-927.101264792029,,,,,,,,,,,,,,
J135304,-0.99,C-R00013,C-C00123,771.52753246719,-1.8037152172029,-918.010886556068,,,,,,,,,,,,,,
J135306,-0.99,E-R00029,E-C00294,757.805295903649,3.1170277215173,-998.778945505237,,,,,,,,,,,,,,
J135346,-0.99,D-R00021,D-C00196,754.706474547149,1.9246329773559,-918.394144621523,,,,,,,,,,,,,,
J135355,-0.99,C-R00011,C-C00096,742.363510817565,3.8874187366637,-941.115041388613,,,,,,,,,,,,,,
J135402,-0.99,E-R00028,E-C00275,802.455386074927,3.851056334783,-989.196276399029,,,,,,,,,,,,,,
J135406,-0.99,C-R00014,C-C00134,793.404401370163,1.3770428410708,-930.833733827901,,,,,,,,,,,,,,
J135411,-0.99,A-R00001,A-C00314,763.553392397093,5.5925112067227,-947.944544602407,,,,,,,,,,,,,,
J135422,-0.99,B-R00008,B-C00064,748.625441756666,3.7244145845303,-967.214341372907,,,,,,,,,,,,,,
J135449,-0.99,E-R00024,E-C00234,715.331265573831,0.8803034981996,-931.795683120889,,,,,,,,,,,,,,
J135504,-0.99,F-R00030,F-C00297,723.816927758427,4.5362744867436,-987.428945995359,,,,,,,,,,,,,,
J135508,-0.99,D-R00018,D-C00170,756.744098795361,6.194287320838,-969.295166776608,,,,,,,,,,,,,,
J135526,-0.99,C-R00010,C-C00091,747.132425554862,2.0601148565538,-967.299949794785,,,,,,,,,,,,,,
J135533,-0.99,E-R00029,E-C00290,759.461235446975,4.9588609354402,-998.142724058487,,,,,,,,,,,,,,
J135540,-0.99,E-R00025,E-C00253,737.057406883936,-1.5027782362293,-909.221753845771,,,,,,,,,,,,,,
J135543,-0.99,D-R00021,D-C00211,761.04877149398,6.6322813042054,-914.726175291604,,,,,,,,,,,,,,
J135554,-0.99,E-R00029,E-C00286,759.206146506661,-1.9982684329551,-1004.00623920999,,,,,,,,,,,,,,
J135559,-0.99,E-R00024,E-C00241,716.645822109494,-1.923443299276,-932.919111749712,,,,,,,,,,,,,,
J135623,-0.99,F-R00030,F-C00300,728.089151588531,4.501184146838,-980.78577942912,,,,,,,,,,,,,,
J135626,-0.99,E-R00029,E-C00288,759.962920553715,5.8533453802552,-1001.3126908171,,,,,,,,,,,,,,
J135629,-0.99,B-R00006,B-C00047,784.60507020685,-2.7291861809211,-967.894725911328,,,,,,,,,,,,,,
J135642,-0.99,C-R00015,C-C00150,801.997563194404,1.0421858840736,-944.621762215864,,,,,,,,,,,,,,
J135653,-0.99,E-R00028,E-C00278,808.9651936833,5.9817183574401,-988.64479399685,,,,,,,,,,,,,,
J135703,-0.99,B-R00005,B-C00036,790.34376370706,-0.5986479740231,-954.412204014383,,,,,,,,,,,,,,
J135705,-0.99,E-R00029,E-C00294,758.224850197485,2.4766158949735,-998.93538312976,,,,,,,,,,,,,,
J135723,-0.99,C-R00015,C-C00149,792.838150179755,4.4508855069529,-940.639675186494,,,,,,,,,,,,,,
J135807,-0.99,D-R00021,D-C00212,754.411443039035,-3.1941197627214,-909.873444377027,,,,,,,,,,,,,,
J135809,-0.99,B-R00005,B-C00033,787.348483990956,-0.0018629226025,-948.807713839321,,,,,,,,,,,,,,
J135825,-0.99,E-R00029,E-C00290,759.898226593273,0.6692674557235,-1000.07446533799,,,,,,,,,,,,,,
J135827,-0.99,B-R00006,B-C00050,784.612101850845,4.1231292494571,-961.734551600849,,,,,,,,,,,,,,
J135836,-0.99,D-R00019,D-C00175,746.550558934949,-0.5679945754837,-958.934851775378,,,,,,,,,,,,,,
J135852,-0.99,C-R00015,C-C00148,800.564884515631,-1.1720751435876,-948.651802218581,,,,,,,,,,,,,,
J135908,-0.99,D-R00020,D-C00187,739.96130174873,-2.8796083026195,-930.099516106444,,,,,,,,,,,,,,
J135910,-0.99,B-R00005,B-C00037,795.45281532666,4.6542795895752,-948.852735103139,,,,,,,,,,,,,,
J140012,-0.99,B-R00004,B-C00030,772.890725934578,1.5474778212108,-935.290982370338,,,,,,,,,,,,,,
J140019,-0.99,A-R00002,A-C00010,758.568145679733,2.0718379073166,-940.064658944914,,,,,,,,,,,,,,
J140050,-0.99,C-R00010,C-C00086,743.01055787087,6.6404017505998,-967.539172827711,,,,,,,,,,,,,,
J140053,-0.99,D-R00022,D-C00217,790.45180374477,3.9425740114223,-925.637287559129,,,,,,,,,,,,,,
J140112,-0.99,B-R00005,B-C00036,790.345907260373,-0.8494223442801,-953.814645796513,,,,,,,,,,,,,,
J140121,-0.99,A-R00001,A-C00318,765.110976301762,1.2867213556836,-949.473628340548,,,,,,,,,,,,,,
J140133,-0.99,E-R00029,E-C00295,758.374766537939,2.053339491556,-1004.54744249302,,,,,,,,,,,,,,
J140135,-0.99,A-R00002,A-C00014,755.18799885023,1.4787170995795,-937.746955365543,,,,,,,,,,,,,,
J140154,-0.99,D-R00021,D-C00207,763.444563633299,2.2173556298217,-906.404889867431,,,,,,,,,,,,,,
J140200,-0.99,F-R00030,F-C00308,732.371930994705,2.1821806644927,-986.101012485864,,,,,,,,,,,,,,
J140215,-0.99,D-R00020,D-C00189,737.841245520283,-0.7515270792799,-921.334322039206,,,,,,,,,,,,,,
J140244,-0.99,D-R00019,D-C00179,747.267292292295,3.2020031722343,-953.06894027684,,,,,,,,,,,,,,
J140246,-0.99,D-R00021,D-C00202,754.769226092189,3.0061146739245,-910.602820071017,,,,,,,,,,,,,,
J140249,-0.99,E-R00028,E-C00277,808.562479058058,2.173465109311,-984.541810577648,,,,,,,,,,,,,,
J140308,-0.99,B-R00005,B-C00037,791.628670944093,5.6379886773065,-950.231395052235,,,,,,,,,,,,,,
J140322,-0.99,C-R00013,C-C00124,768.463897806383,0.5114638566258,-924.712079661473,,,,,,,,,,,,,,
J140336,-0.99,E-R00025,E-C00252,730.676638896439,-0.0267418884632,-909.375827418133,,,,,,,,,,,,,,
J140341,-0.99,C-R00010,C-C00086,742.759729017627,2.2511331461888,-968.288652845745,,,,,,,,,,,,,,
J140343,-0.99,E-R00029,E-C00288,760.331452874696,-1.8719308081412,-1000.14614760665,,,,,,,,,,,,,,
J140353,-0.99,B-R00008,B-C00060,752.283110605304,-0.317648322121,-962.550690771624,,,,,,,,,,,,,,
J140418,-0.99,E-R00027,E-C00270,816.776864320106,5.2889301154908,-932.187815905755,,,,,,,,,,,,,,
J140514,-0.99,E-R00027,E-C00268,822.775361207356,7.0117715156311,-931.861358323853,,,,,,,,,,,,,,
J140521,-0.99,C-R00009,C-C00084,779.486111658994,-0.5518224703432,-983.039799971963,,,,,,,,,,,,,,
J140524,-0.99,E-R00028,E-C00279,805.010565046067,5.9638722170537,-983.627770830929,,,,,,,,,,,,,,
J140545,-0.99,D-R00019,D-C00179,747.507990130863,6.6897421875288,-953.884660593206,,,,,,,,,,,,,,
J140555,-0.99,F-R00030,F-C00303,731.313643327205,6.1781706905791,-984.860291537038,,,,,,,,,,,,,,
J140600,-0.99,E-R00025,E-C00248,730.664437466918,1.9941840064687,-909.813196728257,,,,,,,,,,,,,,
J140602,-0.99,A-R00001,A-C00323,762.062907025641,1.2996561844786,-951.481768584967,,,,,,,,,,,,,,
J140608,-0.99,E-R00024,E-C00239,716.588871264855,-2.7826277983868,-940.167171844102,,,,,,,,,,,,,,
J140642,-0.99,B-R00005,B-C00037,792.226100838372,1.4342834964937,-949.6835164628,,,,,,,,,,,,,,
J140717,-0.99,E-R00024,E-C00237,718.138937026627,7.0297890754597,-932.334136195793,,,,,,,,,,,,,,
J140720,-0.99,D-R00023,D-C00227,810.87152217522,4.1842646622329,-971.056519183498,,,,,,,,,,,,,,
J140722,-0.99,B-R00008,B-C00066,748.562129369604,3.5751122813713,-964.966943204197,,,,,,,,,,,,,,
J140739,-0.99,C-R00015,C-C00145,797.157695191615,7.0848941462285,-941.110370246735,,,,,,,,,,,,,,
J140741,-0.99,A-R00001,A-C00317,763.626536988135,-2.6871319939456,-951.017620832053,,,,,,,,,,,,,,
J140750,-0.99,B-R00007,B-C00057,765.435582009008,5.7567354699173,-971.361189392244,,,,,,,,,,,,,,
J140752,-0.99,C-R00009,C-C00084,779.709743177895,-2.4687694218625,-983.982652060335,,,,,,,,,,,,,,
J140810,-0.99,D-R00021,D-C00203,759.443680577873,0.3151873453786,-909.625154499376,,,,,,,,,,,,,,
J140816,-0.99,B-R00006,B-C00048,778.674780391312,-2.5959304503387,-962.723425692959,,,,,,,,,,,,,,
J140823,-0.99,D-R00022,D-C00214,795.401396057466,0.7554019906142,-923.138579610652,,,,,,,,,,,,,,
J140831,-0.99,A-R00002,A-C00001,758.543287034154,-1.9087530175259,-939.04502599829,,,,,,,,,,,,,,
J140843,-0.99,B-R00008,B-C00067,749.662567403684,2.982440910031,-965.42689778053,,,,,,,,,,,,,,
J140912,-0.99,D-R00019,D-C00182,745.033708585517,4.5145115867959,-959.877637635873,,,,,,,,,,,,,,
J140918,-0.99,F-R00030,F-C00305,733.664074218677,3.4540818623245,-983.2523932345,,,,,,,,,,,,,,
J140932,-0.99,D-R00021,D-C00209,758.855352775992,0.9721376040452,-912.106729773655,,,,,,,,,,,,,,
J141001,-0.99,D-R00021,D-C00197,758.977915430544,3.2889583398042,-914.66603698724,,,,,,,,,,,,,,
J141004,-0.99,C-R00011,C-C00100,742.066337020015,6.8996918791187,-945.075912021934,,,,,,,,,,,,,,
J141007,-0.99,C-R00009,C-C00083,777.933192821957,1.9981353782197,-981.926567827666,,,,,,,,,,,,,,
J141015,-0.99,B-R00006,B-C00048,777.32449755231,0.9174178254295,-962.221563528259,,,,,,,,,,,,,,
J141017,-0.99,A-R00002,A-C00010,757.43447089772,1.7846669245809,-941.171997474627,,,,,,,,,,,,,,
J141019,-0.99,A-R00001,A-C00321,760.92198641509,0.036555895137,-949.157591791615,,,,,,,,,,,,,,
J141021,-0.99,D-R00020,D-C00191,735.380740733863,2.8887624237552,-924.647635072399,,,,,,,,,,,,,,
J141032,-0.99,E-R00029,E-C00294,758.163473921954,2.9899152856439,-1000.18389306762,,,,,,,,,,,,,,
J141038,-0.99,A-R00002,A-C00012,762.308603862914,0.2846405895308,-947.767778608065,,,,,,,,,,,,,,
J141043,-0.99,E-R00026,E-C00264,771.87028220377,-2.6887707393157,-900.894456123977,,,,,,,,,,,,,,
J141046,-0.99,C-R00014,C-C00133,792.800759159457,-3.326125052025,-930.622595960059,,,,,,,,,,,,,,
J141055,-0.99,D-R00016,D-C00157,798.63139921496,0.3348648847416,-963.175775247928,,,,,,,,,,,,,,
J141104,-0.99,D-R00021,D-C00203,760.232042450932,2.848628046182,-909.383578596647,,,,,,,,,,,,,,
J141137,-0.99,E-R00024,E-C00233,711.083420432165,3.8795198635022,-937.465793146945,,,,,,,,,,,,,,
J141150,-0.99,A-R00002,A-C00009,757.91711874345,2.3798125228258,-942.775712271714,,,,,,,,,,,,,,
J141156,-0.99,B-R00004,B-C00021,778.018301704529,6.7500148607295,-936.468742684193,,,,,,,,,,,,,,
J141204,-0.99,E-R00024,E-C00242,719.197822555545,6.3040341158443,-940.753367370783,,,,,,,,,,,,,,
J141218,-0.99,D-R00016,D-C00160,797.045709852827,3.9052147935379,-967.698013056826,,,,,,,,,,,,,,
J141220,-0.99,D-R00020,D-C00193,737.973342879214,7.1826990581029,-929.888906213772,,,,,,,,,,,,,,
J141239,-0.99,A-R00001,A-C00322,762.954532396771,1.3609539156233,-952.769201383894,,,,,,,,,,,,,,
J141250,-0.99,E-R00026,E-C00261,770.835621148737,2.8956748520203,-902.40072661093,,,,,,,,,,,,,,
J141252,-0.99,D-R00019,D-C00182,745.466427782169,7.0757591886936,-960.392900685286,,,,,,,,,,,,,,
J141316,-0.99,D-R00022,D-C00216,794.292343613374,0.2349968454061,-919.335123218798,,,,,,,,,,,,,,
J141319,-0.99,F-R00030,F-C00310,732.334450721667,1.5522301928239,-981.771554567695,,,,,,,,,,,,,,
J141322,-0.99,D-R00019,D-C00175,747.474083314302,6.7936233985671,-958.611855701206,,,,,,,,,,,,,,
J141332,-0.99,B-R00005,B-C00031,783.959991868103,0.8693932591166,-945.600635373724,,,,,,,,,,,,,,
J141342,-0.99,D-R00019,D-C00184,744.17318316308,2.9511539352337,-954.722270107607,,,,,,,,,,,,,,
J141425,-0.99,D-R00021,D-C00203,759.359166205741,4.8231362287654,-908.840834181867,,,,,,,,,,,,,,
J141434,-0.99,F-R00030,F-C00298,726.559487518936,-2.5249460348215,-981.57135038434,,,,,,,,,,,,,,
J141438,-0.99,B-R00007,B-C00055,765.435723781324,-1.75621594295,-976.801370062084,,,,,,,,,,,,,,
J141451,-0.99,C-R00012,C-C00111,745.429912099713,-2.0253845962246,-934.379100690313,,,,,,,,,,,,,,
J141502,-0.99,F-R00030,F-C00305,733.534020611053,1.6793697963797,-982.433336128694,,,,,,,,,,,,,,
J141514,-0.99,A-R00002,A-C00008,763.742270429212,1.1875041811313,-942.536544959871,,,,,,,,,,,,,,
J141609,-0.99,E-R00024,E-C00241,715.415977920814,5.6840234066544,-932.760184020325,,,,,,,,,,,,,,
J141611,-0.99,B-R00008,B-C00066,750.026512579476,4.2893565117867,-965.074175778631,,,,,,,,,,,,,,
J141615,-0.99,E-R00026,E-C00262,774.822298794159,-1.8320870826033,-894.037003168817,,,,,,,,,,,,,,
J141633,-0.99,D-R00019,D-C00181,742.652373625481,1.5782381284961,-954.813313313842,,,,,,,,,,,,,,
J141637,-0.99,B-R00008,B-C00066,748.002964065948,3.6954594773791,-965.657243354458,,,,,,,,,,,,,,
J141647,-0.99,D-R00023,D-C00228,812.265066911779,3.2024764782413,-974.356631685588,,,,,,,,,,,,,,
J141728,-0.99,E-R00027,E-C00273,820.052546122813,0.0772809991276,-929.174866511149,,,,,,,,,,,,,,
J141740,-0.99,D-R00021,D-C00212,755.654130770992,4.2133322000168,-907.532624795285,,,,,,,,,,,,,,
J141807,-0.99,A-R00003,A-C00020,760.921748536224,6.5743296355936,-935.244472687147,,,,,,,,,,,,,,
J141812,-0.99,A-R00001,A-C00322,762.706899383493,1.420759376972,-954.112267474538,,,,,,,,,,,,,,
J141832,-0.99,C-R00011,C-C00104,742.935674082387,2.2405879841337,-941.613583783908,,,,,,,,,,,,,,
J141848,-0.99,C-R00015,C-C00151,794.194090345891,3.5780105289343,-947.458745882148,,,,,,,,,,,,,,
J141857,-0.99,B-R00004,B-C00022,773.718918090796,-2.2446638065166,-933.519853954731,,,,,,,,,,,,,,
J141931,-0.99,D-R00019,D-C00177,743.352047987305,0.4826853745499,-951.984642220693,,,,,,,,,,,,,,
J142018,-0.99,C-R00009,C-C00084,779.032300031717,6.2288106683993,-984.54384269919,,,,,,,,,,,,,,
J142026,-0.99,C-R00011,C-C00098,739.500254205746,-0.9084982389007,-944.028471848428,,,,,,,,,,,,,,
J142038,-0.99,C-R00010,C-C00089,746.000835282647,0.125727974712,-970.960166144371,,,,,,,,,,,,,,
J142055,-0.99,B-R00006,B-C00052,783.708098483446,7.2194170343466,-968.634717644131,,,,,,,,,,,,,,
J142110,-0.99,E-R00027,E-C00269,818.835767316218,-2.351247413837,-929.736022496655,,,,,,,,,,,,,,
J142114,-0.99,A-R00003,A-C00015,767.495664384949,-2.2877940234701,-927.753230635057,,,,,,,,,,,,,,
J142117,-0.99,D-R00021,D-C00208,760.507632140556,1.3990653299313,-911.381213192131,,,,,,,,,,,,,,
J142119,-0.99,A-R00003,A-C00015,768.772453061771,-0.3480230460992,-926.830142604405,,,,,,,,,,,,,,
J142136,-0.99,A-R00003,A-C00015,767.818671687511,4.8009658186005,-928.979953020468,,,,,,,,,,,,,,
J142138,-0.99,E-R00029,E-C00291,762.087943258603,-1.1554383817227,-1002.31468449321,,,,,,,,,,,,,,
J142200,-0.99,D-R00016,D-C00153,796.574445044078,-1.631535546767,-966.04491930113,,,,,,,,,,,,,,
J142214,-0.99,D-R00017,D-C00163,775.603758546,5.695547117308,-978.380428300651,,,,,,,,,,,,,,
J142234,-0.99,E-R00025,E-C00253,738.003088627212,0.5778125579159,-909.549949018266,,,,,,,,,,,,,,
J142239,-0.99,B-R00005,B-C00038,787.884569012325,6.9752619303708,-948.504398789665,,,,,,,,,,,,,,
J142241,-0.99,D-R00016,D-C00160,796.972315882129,2.1088483427586,-968.085124479525,,,,,,,,,,,,,,
J142247,-0.99,F-R00030,F-C00302,736.030722527943,1.631447304652,-979.474712248406,,,,,,,,,,,,,,
J142306,-0.99,B-R00004,B-C00026,778.355202237939,4.6410200136046,-934.561939622755,,,,,,,,,,,,,,
J142327,-0.99,A-R00003,A-C00020,760.72026635554,2.8476607873318,-935.755937566544,,,,,,,,,,,,,,
J142335,-0.99,D-R00021,D-C00208,760.914639417296,-2.5896880528235,-910.469214591872,,,,,,,,,,,,,,
J142349,-0.99,E-R00027,E-C00271,814.798185466862,3.7147694950242,-927.881999053148,,,,,,,,,,,,,,
J142355,-0.99,D-R00018,D-C00172,759.732608496061,3.2445322013052,-973.147212137802,,,,,,,,,,,,,,
J142400,-0.99,C-R00012,C-C00117,749.387687477372,1.7469124048688,-933.433291497079,,,,,,,,,,,,,,
J142414,-0.99,C-R00009,C-C00081,775.560198087567,-3.1117679561426,-987.194312291527,,,,,,,,,,,,,,
J142438,-0.99,E-R00025,E-C00245,732.779501396218,4.6149649762389,-909.084767146178,,,,,,,,,,,,,,
J142443,-0.99,C-R00012,C-C00119,750.144954090434,-1.781921580426,-929.292675189528,,,,,,,,,,,,,,
J142506,-0.99,D-R00022,D-C00222,799.686361071234,-1.7584050246463,-923.11085049928,,,,,,,,,,,,,,
J142520,-0.99,C-R00011,C-C00094,739.10365358718,5.706992788643,-947.005805269815,,,,,,,,,,,,,,
J142528,-0.99,F-R00030,F-C00298,727.969086108896,-2.4922687091966,-980.649668986579,,,,,,,,,,,,,,
J142533,-0.99,B-R00004,B-C00027,774.266300261803,0.1197083100259,-936.587663857509,,,,,,,,,,,,,,
J142535,-0.99,E-R00029,E-C00296,758.256217935756,-3.0197609700648,-1001.82469641596,,,,,,,,,,,,,,
J142547,-0.99,B-R00004,B-C00026,779.004364276859,4.0755540994613,-934.842609230792,,,,,,,,,,,,,,
J142603,-0.99,C-R00013,C-C00122,764.670065614351,5.0916064788325,-918.82222037147,,,,,,,,,,,,,,
J142617,-0.99,A-R00002,A-C00005,759.205672125541,3.0337853751739,-947.360546848089,,,,,,,,,,,,,,
J142624,-0.99,E-R00025,E-C00252,729.246269241445,-0.6687128548507,-909.025175911294,,,,,,,,,,,,,,
J142631,-0.99,E-R00026,E-C00260,771.385698887652,2.4750579348055,-892.06032453799,,,,,,,,,,,,,,
J142649,-0.99,A-R00002,A-C00012,761.588809389329,-1.5403375070482,-948.877384404931,,,,,,,,,,,,,,
J142653,-0.99,E-R00029,E-C00289,756.271730046941,1.3063255192123,-1001.23651631578,,,,,,,,,,,,,,
J142701,-0.99,A-R00001,A-C00316,766.082552710977,4.7143723446481,-949.059019584279,,,,,,,,,,,,,,
J142800,-0.99,D-R00021,D-C00210,755.847358350905,6.2632588731227,-912.75438326408,,,,,,,,,,,,,,
J142814,-0.99,E-R00029,E-C00292,757.892221681227,0.9591475814829,-1000.64573536606,,,,,,,,,,,,,,
J142822,-0.99,D-R00019,D-C00186,739.778504926154,6.7471820876829,-952.435141884043,,,,,,,,,,,,,,
J142826,-0.99,B-R00006,B-C00041,782.341053915366,-2.95691999709,-964.370400217876,,,,,,,,,,,,,,
J142838,-0.99,B-R00006,B-C00052,783.057348058592,1.7647311516774,-965.914627950269,,,,,,,,,,,,,,
J142845,-0.99,B-R00007,B-C00057,766.289452949249,-3.3529864304231,-971.724981122266,,,,,,,,,,,,,,
J142847,-0.99,B-R00006,B-C00051,784.607770817022,-2.776473093452,-965.650794833638,,,,,,,,,,,,,,
J142858,-0.99,E-R00025,E-C00253,738.093579496278,-2.4215301933331,-909.752544905156,,,,,,,,,,,,,,
J142910,-0.99,E-R00028,E-C00285,805.773124747556,0.5851951145931,-993.838581183173,,,,,,,,,,,,,,
J142918,-0.99,B-R00006,B-C00044,782.520491946563,-1.5220580742537,-966.083066941126,,,,,,,,,,,,,,
J142923,-0.99,D-R00017,D-C00165,774.902228054507,1.6144504103576,-978.468940528941,,,,,,,,,,,,,,
J142937,-0.99,B-R00007,B-C00057,767.952216805131,2.6006572080716,-971.242211065953,,,,,,,,,,,,,,
J142941,-0.99,A-R00002,A-C00013,760.625981659138,0.8064828107676,-938.877651831364,,,,,,,,,,,,,,
J142951,-0.99,C-R00012,C-C00110,744.993218844692,4.7704215877609,-927.977940447335,,,,,,,,,,,,,,
J143002,-0.99,A-R00002,A-C00011,764.725405637025,0.3655154922182,-936.785103749767,,,,,,,,,,,,,,
J143040,-0.99,C-R00013,C-C00128,775.05166596728,1.9800051116641,-919.798504307201,,,,,,,,,,,,,,
J143057,-0.99,E-R00025,E-C00254,736.02506599964,-1.7879229074284,-914.737428807218,,,,,,,,,,,,,,
J143107,-0.99,E-R00026,E-C00258,771.976040186211,-2.5832821020447,-894.242149637588,,,,,,,,,,,,,,
J143110,-0.99,C-R00013,C-C00125,763.664514568164,5.0780447301629,-925.247188058435,,,,,,,,,,,,,,
J143123,-0.99,E-R00024,E-C00239,714.527910804867,6.1585603375174,-940.835422311771,,,,,,,,,,,,,,
J143127,-0.99,E-R00028,E-C00274,809.767890653952,6.7744657247556,-993.494764356582,,,,,,,,,,,,,,
J143133,-0.99,A-R00002,A-C00009,757.797277305169,5.2535848451368,-943.082561857453,,,,,,,,,,,,,,
J143140,-0.99,D-R00020,D-C00189,737.66558671524,1.1272434603053,-922.909410342718,,,,,,,,,,,,,,
J143200,-0.99,F-R00030,F-C00302,735.902131133519,5.950821935648,-978.602578758196,,,,,,,,,,,,,,
J143202,-0.99,A-R00001,A-C00319,761.316577394088,5.2380623247057,-949.592768082978,,,,,,,,,,,,,,
J143204,-0.99,A-R00001,A-C00313,761.470323533732,-2.4576152007264,-948.555101250133,,,,,,,,,,,,,,
J143234,-0.99,B-R00007,B-C00058,761.157483383452,-1.3666668117507,-973.448636387843,,,,,,,,,,,,,,
J143245,-0.99,E-R00028,E-C00277,809.447627621744,0.2382306379431,-985.222826144542,,,,,,,,,,,,,,
J143320,-0.99,B-R00006,B-C00050,785.784959360201,5.9862339254528,-961.627391944651,,,,,,,,,,,,,,
J143336,-0.99,B-R00006,B-C00042,783.734822054259,4.9452640123525,-964.795044426628,,,,,,,,,,,,,,
J143345,-0.99,C-R00015,C-C00150,801.701291184913,2.9895667692561,-942.93087289852,,,,,,,,,,,,,,
J143359,-0.99,B-R00005,B-C00032,786.295007304039,2.5370314294224,-952.142539125418,,,,,,,,,,,,,,
J143421,-0.99,A-R00002,A-C00014,756.923330541701,2.4112389353016,-934.529055250622,,,,,,,,,,,,,,
J143429,-0.99,B-R00004,B-C00029,775.134494215669,-0.2221828428774,-931.820646607175,,,,,,,,,,,,,,
J143447,-0.99,C-R00009,C-C00084,779.414135821089,3.9990505732657,-984.991544377536,,,,,,,,,,,,,,
J143455,-0.99,B-R00006,B-C00053,782.233650289825,-3.1613227978917,-966.202100963841,,,,,,,,,,,,,,
J143505,-0.99,B-R00004,B-C00026,776.657530367801,-1.4604640436895,-937.435626595404,,,,,,,,,,,,,,
J143513,-0.99,C-R00012,C-C00107,749.041156930904,0.5263102872914,-936.935110837144,,,,,,,,,,,,,,
J143517,-0.99,A-R00003,A-C00018,763.053852554375,5.629671420831,-937.96272323082,,,,,,,,,,,,,,
J143525,-0.99,E-R00029,E-C00287,759.358405802616,4.6102700523269,-1000.27447835465,,,,,,,,,,,,,,
J143546,-0.99,B-R00007,B-C00056,761.261266897856,5.8841125146005,-976.907484190143,,,,,,,,,,,,,,
J143557,-0.99,D-R00022,D-C00221,800.840579205283,4.0133647693537,-926.06478853243,,,,,,,,,,,,,,
J143605,-0.99,E-R00027,E-C00269,819.066169790594,3.4565974582001,-930.490433789679,,,,,,,,,,,,,,
J143614,-0.99,C-R00015,C-C00144,799.088519379948,2.6780348087697,-944.551271480788,,,,,,,,,,,,,,
J143626,-0.99,E-R00027,E-C00269,819.703033144581,6.2242248720278,-929.851578066104,,,,,,,,,,,,,,
